49.882082,-119.428828
49.882085,-119.428827
49.882085,-119.428827
49.882088,-119.428823
49.882090,-119.428822
49.882095,-119.428822
49.882102,-119.428823
49.882105,-119.428825
49.882108,-119.428825
49.882108,-119.428825
49.882103,-119.428828
49.882100,-119.428830
49.882098,-119.428830
49.882097,-119.428830
49.882092,-119.428832
49.882090,-119.428830
49.882083,-119.428830
49.882083,-119.428828
49.882085,-119.428825
49.882083,-119.428823
49.882088,-119.428820
49.882090,-119.428818
49.882092,-119.428820
49.882097,-119.428823
49.882098,-119.428825
49.882098,-119.428822
49.882098,-119.428818
49.882098,-119.428813
49.882095,-119.428808
49.882092,-119.428805
49.882087,-119.428807
49.882085,-119.428803
49.882082,-119.428798
49.882082,-119.428795
49.882082,-119.428795
49.882080,-119.428792
49.882078,-119.428787
49.882075,-119.428787
49.882072,-119.428788
49.882070,-119.428790
49.882065,-119.428792
49.882062,-119.428793
49.882055,-119.428795
49.882053,-119.428795
49.882050,-119.428793
49.882048,-119.428795
49.882047,-119.428798
49.882045,-119.428802
49.882042,-119.428807
49.882035,-119.428808
49.882030,-119.428813
49.882027,-119.428820
49.882023,-119.428825
49.882022,-119.428832
49.882018,-119.428835
49.882022,-119.428837
49.882022,-119.428843
49.882020,-119.428847
49.882022,-119.428850
49.882022,-119.428852
49.882027,-119.428852
49.882027,-119.428853
49.882020,-119.428858
49.882017,-119.428862
49.882013,-119.428863
49.882012,-119.428862
49.882010,-119.428860
49.882008,-119.428860
49.882012,-119.428862
49.882013,-119.428865
49.882012,-119.428867
49.882012,-119.428867
49.882012,-119.428867
49.882013,-119.428868
49.882013,-119.428868
49.882012,-119.428868
49.882017,-119.428865
49.882020,-119.428862
49.882020,-119.428858
49.882022,-119.428857
49.882022,-119.428855
49.882020,-119.428848
49.882017,-119.428842
49.882017,-119.428838
49.882015,-119.428835
49.882010,-119.428833
49.882012,-119.428832
49.882023,-119.428823
49.882022,-119.428827
49.882020,-119.428823
49.882020,-119.428823
49.882022,-119.428823
49.882025,-119.428822
49.882038,-119.428812
49.882038,-119.428812
49.882042,-119.428812
49.882053,-119.428805
49.882053,-119.428805
49.882060,-119.428802
49.882053,-119.428800
49.882057,-119.428798
49.882062,-119.428793
49.882063,-119.428787
49.882065,-119.428783
49.882065,-119.428780
49.882067,-119.428777
49.882068,-119.428772
49.882073,-119.428767
49.882068,-119.428768
49.882068,-119.428768
49.882068,-119.428768
49.882067,-119.428768
49.882067,-119.428767
49.882068,-119.428762
49.882073,-119.428758
49.882075,-119.428757
49.882072,-119.428758
49.882072,-119.428757
49.882075,-119.428757
49.882077,-119.428757
49.882078,-119.428755
49.882082,-119.428753
49.882083,-119.428752
49.882087,-119.428748
49.882090,-119.428747
49.882095,-119.428745
49.882097,-119.428743
49.882098,-119.428742
49.882103,-119.428742
49.882110,-119.428738
49.882118,-119.428740
49.882122,-119.428740
49.882125,-119.428742
49.882132,-119.428738
49.882133,-119.428735
49.882135,-119.428732
49.882128,-119.428728
49.882118,-119.428733
49.882108,-119.428735
49.882115,-119.428733
49.882118,-119.428730
49.882125,-119.428723
49.882125,-119.428720
49.882125,-119.428718
49.882128,-119.428718
49.882133,-119.428718
49.882138,-119.428717
49.882140,-119.428718
49.882140,-119.428718
49.882140,-119.428722
49.882142,-119.428722
49.882143,-119.428725
49.882147,-119.428728
49.882148,-119.428727
49.882150,-119.428727
49.882148,-119.428723
49.882153,-119.428723
49.882155,-119.428723
49.882157,-119.428725
49.882160,-119.428725
49.882155,-119.428723
49.882152,-119.428720
49.882145,-119.428720
49.882142,-119.428722
49.882137,-119.428718
49.882130,-119.428720
49.882122,-119.428723
49.882115,-119.428725
49.882112,-119.428727
49.882110,-119.428730
49.882105,-119.428733
49.882097,-119.428732
49.882093,-119.428728
49.882088,-119.428725
49.882085,-119.428725
49.882083,-119.428727
49.882080,-119.428727
49.882082,-119.428728
49.882093,-119.428730
49.882093,-119.428737
49.882093,-119.428737
49.882093,-119.428738
49.882090,-119.428740
49.882088,-119.428740
49.882090,-119.428740
49.882105,-119.428735
49.882108,-119.428737
49.882105,-119.428732
49.882117,-119.428732
49.882110,-119.428732
49.882115,-119.428727
49.882125,-119.428725
49.882125,-119.428725
49.882122,-119.428725
49.882125,-119.428723
49.882120,-119.428725
49.882103,-119.428728
49.882103,-119.428728
49.882093,-119.428732
49.882093,-119.428732
49.882088,-119.428732
49.882087,-119.428733
49.882083,-119.428733
49.882073,-119.428733
49.882073,-119.428733
49.882067,-119.428733
49.882055,-119.428732
49.882055,-119.428732
49.882040,-119.428727
49.882040,-119.428727
49.882033,-119.428723
49.882022,-119.428722
49.882018,-119.428722
49.882018,-119.428722
49.882012,-119.428720
49.882012,-119.428720
49.882008,-119.428720
49.882010,-119.428720
49.882010,-119.428720
49.882008,-119.428720
49.882008,-119.428720
49.882008,-119.428722
49.882010,-119.428722
49.882010,-119.428722
49.882010,-119.428722
49.882010,-119.428723
49.882010,-119.428723
49.882010,-119.428725
49.882010,-119.428725
49.882010,-119.428725
49.882010,-119.428727
49.882015,-119.428727
49.882015,-119.428727
49.882020,-119.428730
49.882020,-119.428730
49.882025,-119.428735
49.882028,-119.428735
49.882035,-119.428737
49.882042,-119.428738
49.882047,-119.428740
49.882050,-119.428742
49.882050,-119.428743
49.882050,-119.428743
49.882055,-119.428745
49.882053,-119.428743
49.882055,-119.428742
49.882058,-119.428742
49.882057,-119.428743
49.882058,-119.428743
49.882058,-119.428745
49.882062,-119.428748
49.882062,-119.428748
49.882063,-119.428747
49.882062,-119.428753
49.882070,-119.428758
49.882072,-119.428757
49.882072,-119.428757
49.882067,-119.428757
49.882065,-119.428758
49.882062,-119.428760
49.882058,-119.428762
49.882053,-119.428762
49.882055,-119.428762
49.882057,-119.428763
49.882055,-119.428767
49.882057,-119.428768
49.882053,-119.428770
49.882052,-119.428773
49.882048,-119.428775
49.882043,-119.428775
49.882035,-119.428773
49.882032,-119.428777
49.882025,-119.428778
49.882020,-119.428782
49.882015,-119.428782
49.882015,-119.428783
49.882013,-119.428787
49.882012,-119.428792
49.882008,-119.428793
49.882003,-119.428793
49.882002,-119.428793
49.881998,-119.428793
49.881995,-119.428795
49.881993,-119.428797
49.881992,-119.428797
49.881993,-119.428797
49.881995,-119.428797
49.881995,-119.428795
49.881995,-119.428795
49.881993,-119.428795
49.881997,-119.428797
49.882000,-119.428797
49.882002,-119.428798
49.882003,-119.428800
49.882003,-119.428802
49.882000,-119.428802
49.882000,-119.428803
49.882003,-119.428802
49.882005,-119.428800
49.882005,-119.428800
49.882003,-119.428800
49.882007,-119.428798
49.882003,-119.428798
49.882003,-119.428800
49.882002,-119.428800
49.882003,-119.428800
49.882000,-119.428802
49.881997,-119.428800
49.881995,-119.428802
49.881995,-119.428802
49.881995,-119.428802
49.881993,-119.428807
49.881995,-119.428810
49.881993,-119.428810
